"CONTRATO";"OBJETO_CONTRATO";"DATA_INICIO";"DATA_TERMINO";"NUMERO_CRONOGRAMA";"DESCRICAO_CRONOGRAMA";"DATA_INICIO_CRONOGRAMA";"NUMERO_DIAS_CRONOGRAMA";"DATA_TERMINO_CRONOGRAMA";"OBSERVACAO_CRONOGRAMA";"VALOR_CONTRATO";"TIPO_CRONOGRAMA"
CT-00009/2014 SDRCCO;CIP-CENTRO DE INTERNAÇÃOPROVISÓRIA e CEIM AQUARELA;;;0;cronograma 1;2014-04-02 00:00:00;30;2014-05-02 00:00:00;;14950;MENSAL
CT-00285/2014/CAMPUS-I/UDESC;UDESC  (SECRETARIA DO ESTADO DA FAZENDA SC) TRANSFERÊNCIA DO IMÓVEL PARA UDESC;2014-05-07 00:00:00;2015-06-16 00:00:00;1;Cronograma Inicial;2014-05-07 00:00:00;135;2014-09-19 00:00:00;;217083.77;MENSAL
CT-00285/2014/CAMPUS-I/UDESC;UDESC  (SECRETARIA DO ESTADO DA FAZENDA SC) TRANSFERÊNCIA DO IMÓVEL PARA UDESC;2014-05-07 00:00:00;2015-06-16 00:00:00;2;CRONOGRAMA 1º ADITIVO;2014-08-27 00:00:00;143;2015-01-17 00:00:00;;217083.77;MENSAL
CT-00285/2014/CAMPUS-I/UDESC;UDESC  (SECRETARIA DO ESTADO DA FAZENDA SC) TRANSFERÊNCIA DO IMÓVEL PARA UDESC;2014-05-07 00:00:00;2015-06-16 00:00:00;3;CRONOGRAMA 2º ADITIVO;2014-12-05 00:00:00;73;2015-02-16 00:00:00;;271065.83;MENSAL
CT-00285/2014/CAMPUS-I/UDESC;UDESC  (SECRETARIA DO ESTADO DA FAZENDA SC) TRANSFERÊNCIA DO IMÓVEL PARA UDESC;2014-05-07 00:00:00;2015-06-16 00:00:00;4;CRONOGRAMA 3° ADITIVO ;2015-01-16 00:00:00;91;2015-04-17 00:00:00;;271065.83;MENSAL
CT-00285/2014/CAMPUS-I/UDESC;UDESC  (SECRETARIA DO ESTADO DA FAZENDA SC) TRANSFERÊNCIA DO IMÓVEL PARA UDESC;2014-05-07 00:00:00;2015-06-16 00:00:00;5;CRONOGRAMA 4º ADITIVO;2015-03-18 00:00:00;90;2015-06-16 00:00:00;;271065.83;MENSAL
CT-00030/2014-ITI;MANUTENÇÃO BEM PÚBLICO - ADR DE ITAJAÍ;;;0;Pequenos reparos nas UEs da SDR Itajaí.;2014-04-22 00:00:00;249;2014-12-27 00:00:00;;133000;MENSAL
CT-00005/2014/SDR;MANUTENÇÃO BEM PÚBLICO - ADR DE VIDEIRA;;;0;instalação de extintores e luminária de emergencia;2014-04-08 00:00:00;30;2014-05-08 00:00:00;;54206;MENSAL
CT-00010/2014-JBA;TERRENO BALDIO;2014-04-23 00:00:00;2014-05-08 00:00:00;0;demolição eeb passo maia;2014-04-23 00:00:00;15;2014-05-08 00:00:00;;33445.34;MENSAL
CT-00023/2014 SDR MFA;EEB LUIZ BERNARDO OLSEN;2014-03-12 00:00:00;2014-06-10 00:00:00;0;Adequação dos sistemas Preventivos, Acessibilidade;2014-03-12 00:00:00;90;2014-06-10 00:00:00;;148150.51;MENSAL
CT-00007/2014SDRJVE;EEB PROF. GUSTAVO AUGUSTO GONZAGA;2014-05-01 00:00:00;2014-06-30 00:00:00;0;CRONOGRAMA;2014-05-01 00:00:00;60;2014-06-30 00:00:00;;100815.6;MENSAL
CT-00007/2014 SDR BNU;SDR - BLUMENAU;;2014-10-21 00:00:00;0;Reforma da casa Semiliberdade de Blumenau;2014-04-24 00:00:00;120;2014-08-22 00:00:00;Início;156981.87;MENSAL
CT-00007/2014 SDR BNU;SDR - BLUMENAU;;2014-10-21 00:00:00;1;Primeiro aditivo;2014-08-21 00:00:00;61;2014-10-21 00:00:00;;156981.87;MENSAL
CT-00008/2014 CDR;EEB PROF. DOMINGOS DA COSTA FRANCO;;;1;execuçao obrras EEB Domingos da Costa Franco;2014-04-28 00:00:00;240;2014-12-24 00:00:00;;128008.44;MENSAL
CT-00012/2014 SDR QBO;EEB RUI BARBOSA,EEB FAZENDA TRIÂNGULO;;;0;Cronograma;2014-04-28 00:00:00;60;2014-06-27 00:00:00;;81899.99;MENSAL
CT-00012/2014-SDR02;MANUTENÇÃO BEM PÚBLICO - ADR DE MARAVILHA;;;0;CRONOGRAMA INICIAL;2014-04-24 00:00:00;90;2014-07-23 00:00:00;;217095.54;MENSAL
CT-00013/2014 SDR QBO;RODOVIAS ESTADUAIS;;;0;Cronograma 1;2014-04-28 00:00:00;240;2014-12-24 00:00:00;;304731.45;MENSAL
CV-00014/2014-SDRBQE;VIAS MUNICIPAIS;;;0;horas maq.2º etapa do camp.bras.de motocross-canel;2014-04-29 00:00:00;60;2014-06-28 00:00:00;;99968.45;MENSAL
AD-00005/2014/FUMPOM;CORPO DE BOMBEIROS MILITAR E POLÍCIA MILITAR DE SANTA CATARINA;;;0;TOTAL;2014-04-28 00:00:00;90;2014-07-27 00:00:00;;8787.7;ANUAL
CT-00273/2014 SES;HOSPITAL REGIONAL HANS DIETER SCHMIDT;2014-05-05 00:00:00;2018-03-27 00:00:00;0;cronograma;2014-05-05 00:00:00;360;2015-04-30 00:00:00;;6635904.72;MENSAL
CT-00273/2014 SES;HOSPITAL REGIONAL HANS DIETER SCHMIDT;2014-05-05 00:00:00;2018-03-27 00:00:00;1;Cronograma aditivo 01;2015-03-06 00:00:00;415;2016-04-24 00:00:00;;6635904.72;MENSAL
CT-00273/2014 SES;HOSPITAL REGIONAL HANS DIETER SCHMIDT;2014-05-05 00:00:00;2018-03-27 00:00:00;2;Cronograma aditivo 02;2015-07-07 00:00:00;292;2016-04-24 00:00:00;;7326675.65;MENSAL
CT-00273/2014 SES;HOSPITAL REGIONAL HANS DIETER SCHMIDT;2014-05-05 00:00:00;2018-03-27 00:00:00;3;Cronograma aditivo 03;2016-04-12 00:00:00;192;2016-10-21 00:00:00;;7326675.65;MENSAL
CT-00273/2014 SES;HOSPITAL REGIONAL HANS DIETER SCHMIDT;2014-05-05 00:00:00;2018-03-27 00:00:00;4;Cronograma aditivo 04;2016-06-06 00:00:00;137;2016-10-21 00:00:00;;8531437;MENSAL
CT-00273/2014 SES;HOSPITAL REGIONAL HANS DIETER SCHMIDT;2014-05-05 00:00:00;2018-03-27 00:00:00;5;cronograma aditivo 05;2016-10-20 00:00:00;181;2017-04-19 00:00:00;;8531437;MENSAL
CT-00273/2014 SES;HOSPITAL REGIONAL HANS DIETER SCHMIDT;2014-05-05 00:00:00;2018-03-27 00:00:00;6;Cronograma aditivo 07;2017-03-27 00:00:00;173;2017-09-16 00:00:00;;8531437;MENSAL
CT-00273/2014 SES;HOSPITAL REGIONAL HANS DIETER SCHMIDT;2014-05-05 00:00:00;2018-03-27 00:00:00;7;Cronograma aditivo 06;2017-05-22 00:00:00;117;2017-09-16 00:00:00;;8961593.64;MENSAL
CT-00273/2014 SES;HOSPITAL REGIONAL HANS DIETER SCHMIDT;2014-05-05 00:00:00;2018-03-27 00:00:00;8;Cronograma ditivo 08;2017-09-12 00:00:00;184;2018-03-15 00:00:00;;8961593.64;MENSAL
CT-00273/2014 SES;HOSPITAL REGIONAL HANS DIETER SCHMIDT;2014-05-05 00:00:00;2018-03-27 00:00:00;9;Cronograma paralisação ;2017-09-12 00:00:00;196;2018-03-27 00:00:00;;8961593.64;MENSAL
CT-00009/2014-SDRJGS;POLÍCIA MILITAR DE SANTA CATARINA - CENTRO REGIONAL DE OPERAÇÕESSDC;;2014-12-13 00:00:00;1;Cronograma 01;2014-04-29 00:00:00;120;2014-08-27 00:00:00;;126000;MENSAL
CT-00009/2014-SDRJGS;POLÍCIA MILITAR DE SANTA CATARINA - CENTRO REGIONAL DE OPERAÇÕESSDC;;2014-12-13 00:00:00;2;Cronograma 2;2014-04-29 00:00:00;228;2014-12-13 00:00:00;;126000;MENSAL
CT-00006/2014SDRJVE;EEB  PROFª ELVIRA FARIA PASSOS;;;0;cronograma;2014-04-30 00:00:00;60;2014-06-29 00:00:00;;50000;MENSAL
CT-00006/2014SDRSGE;MANUTENÇÃO BEM PÚBLICO - ADR DE SÃO MIGUEL DO OESTE;2014-04-10 00:00:00;2015-01-03 00:00:00;0;cronograma;2014-04-10 00:00:00;268;2015-01-03 00:00:00;;259550;MENSAL
CT-00007/2014SDRSGE;MANUTENÇÃO BEM PÚBLICO - ADR DE SÃO MIGUEL DO OESTE;2014-04-10 00:00:00;2015-01-03 00:00:00;0;cronograma;2014-04-10 00:00:00;268;2015-01-03 00:00:00;;64499.99;MENSAL
CT-00010/2014SDRJVE;HOSPITAL REGIONAL HANS DIETER SCHMIDT;;;0;cronograma;2014-05-15 00:00:00;120;2014-09-12 00:00:00;;149570;MENSAL
CT-00007/2014 SIE;VIAS MUNICIPAIS;2014-03-10 00:00:00;2015-05-29 00:00:00;0;Cronograma Inicial;2014-03-10 00:00:00;360;2015-03-05 00:00:00;;6211686.41;MENSAL
CT-00007/2014 SIE;VIAS MUNICIPAIS;2014-03-10 00:00:00;2015-05-29 00:00:00;1;Cronograma fisikco finandeiro;2015-04-30 00:00:00;29;2015-05-29 00:00:00;;7073556.06;MENSAL
CT-00009/2014SDRSGE;EEB CECÍLIA LOTIM;2014-04-22 00:00:00;2014-11-18 00:00:00;1;Execução de reforma e revitalização do ginásio;2014-04-22 00:00:00;150;2014-09-19 00:00:00;;129847;MENSAL
CT-00009/2014SDRSGE;EEB CECÍLIA LOTIM;2014-04-22 00:00:00;2014-11-18 00:00:00;2;Cronograma pós aditivo;2014-07-01 00:00:00;140;2014-11-18 00:00:00;;151955.44;MENSAL
CT-00007/2014/SDR09;DELEGACIA DE POLÍCIA;;;0;reforma da delegacia de fraiburgo;2014-04-29 00:00:00;180;2014-10-26 00:00:00;;204151.45;MENSAL
OC-00939/2014;SISTEMA DE ESGOTAMENTO SANITÁRIO;2014-02-11 00:00:00;2016-02-21 00:00:00;0;Cronograma obra Chapecó - São Cristóvão;2014-02-11 00:00:00;740;2016-02-21 00:00:00;;9179883.84;MENSAL
CT-00171/2014/SSP;QUARTEL DA POLICIA MILITRA (FUTURAS INSTALAÇÕES);;;1;"1";2014-05-21 00:00:00;120;2014-09-18 00:00:00;;112871.9;ANUAL
CV-00038/2014 FESPORTE;FUNDAÇAO CATARINENSE DE ESPORTE;;;0;Cronograma Básico;2014-04-23 00:00:00;90;2014-07-22 00:00:00;;148967.46;MENSAL
CT-00617/2014/SSP-FMSP;CORPO DE BOMBEIROS MILITAR E POLÍCIA MILITAR DE SANTA CATARINA;2014-05-31 00:00:00;2019-04-30 00:00:00;0;TOTAL;2014-05-31 00:00:00;360;2015-05-26 00:00:00;;1895176.91;ANUAL
CT-00617/2014/SSP-FMSP;CORPO DE BOMBEIROS MILITAR E POLÍCIA MILITAR DE SANTA CATARINA;2014-05-31 00:00:00;2019-04-30 00:00:00;1;cronograma;2014-11-26 00:00:00;400;2015-12-31 00:00:00;;1895176.91;ANUAL
CT-00617/2014/SSP-FMSP;CORPO DE BOMBEIROS MILITAR E POLÍCIA MILITAR DE SANTA CATARINA;2014-05-31 00:00:00;2019-04-30 00:00:00;2;Cronograma;2016-10-26 00:00:00;221;2017-06-04 00:00:00;;1895176.91;ANUAL
CT-00617/2014/SSP-FMSP;CORPO DE BOMBEIROS MILITAR E POLÍCIA MILITAR DE SANTA CATARINA;2014-05-31 00:00:00;2019-04-30 00:00:00;3;"4";2017-09-23 00:00:00;74;2017-12-06 00:00:00;;2389225.06;ANUAL
CT-00617/2014/SSP-FMSP;CORPO DE BOMBEIROS MILITAR E POLÍCIA MILITAR DE SANTA CATARINA;2014-05-31 00:00:00;2019-04-30 00:00:00;4;"5";2017-11-28 00:00:00;188;2018-06-04 00:00:00;;2389225.06;ANUAL
CT-00617/2014/SSP-FMSP;CORPO DE BOMBEIROS MILITAR E POLÍCIA MILITAR DE SANTA CATARINA;2014-05-31 00:00:00;2019-04-30 00:00:00;5;Total;2018-04-20 00:00:00;132;2018-08-30 00:00:00;;2389225.06;ANUAL
CT-00617/2014/SSP-FMSP;CORPO DE BOMBEIROS MILITAR E POLÍCIA MILITAR DE SANTA CATARINA;2014-05-31 00:00:00;2019-04-30 00:00:00;6;"6";2018-08-15 00:00:00;128;2018-12-21 00:00:00;;2389225.06;ANUAL
CT-00617/2014/SSP-FMSP;CORPO DE BOMBEIROS MILITAR E POLÍCIA MILITAR DE SANTA CATARINA;2014-05-31 00:00:00;2019-04-30 00:00:00;7;"7";2018-08-31 00:00:00;112;2018-12-21 00:00:00;;2427433.49;ANUAL
CT-00617/2014/SSP-FMSP;CORPO DE BOMBEIROS MILITAR E POLÍCIA MILITAR DE SANTA CATARINA;2014-05-31 00:00:00;2019-04-30 00:00:00;8;"7";2018-12-19 00:00:00;122;2019-04-20 00:00:00;;2427433.49;ANUAL
CT-00617/2014/SSP-FMSP;CORPO DE BOMBEIROS MILITAR E POLÍCIA MILITAR DE SANTA CATARINA;2014-05-31 00:00:00;2019-04-30 00:00:00;9;"8";2019-04-17 00:00:00;13;2019-04-30 00:00:00;;2460932.04;ANUAL
CT-00013/2014 SDR-IBI;EEB ELISEU GUILHERME (PRÉDIO ESCOLAR);;;0;Contratação de Fiscalização de Engenharia         ;2014-05-08 00:00:00;270;2015-02-02 00:00:00;;18000;MENSAL
CT-00011/2014SDRJVE;EEB.  VICTOR KONDER.;;;0;cronograma;2014-05-10 00:00:00;90;2014-08-08 00:00:00;;175631.77;MENSAL
CT-00077/2014/SJC;PENITENCIARIA AGRICOLA;2014-04-14 00:00:00;2015-04-09 00:00:00;0;Unidade ii Penit. |Chapecó;2014-04-14 00:00:00;240;2014-12-10 00:00:00;;30737333.29;MENSAL
CT-00077/2014/SJC;PENITENCIARIA AGRICOLA;2014-04-14 00:00:00;2015-04-09 00:00:00;1;SERVIÇOS ADITADOS;2014-12-02 00:00:00;68;2015-02-08 00:00:00;;30737333.29;MENSAL
CT-00077/2014/SJC;PENITENCIARIA AGRICOLA;2014-04-14 00:00:00;2015-04-09 00:00:00;2;ADITIVO PRAZO;2015-02-09 00:00:00;59;2015-04-09 00:00:00;;30737333.29;MENSAL
CT-00088/2014/SJC;CENTRO DE ATENDIMENTO SÓCIOEDUCATIVO DA GRANDE FLORIANÓPOLIS - SJC;2014-05-02 00:00:00;2014-09-14 00:00:00;0;serviços programados;2014-05-02 00:00:00;90;2014-07-31 00:00:00;;219999.01;MENSAL
CT-00088/2014/SJC;CENTRO DE ATENDIMENTO SÓCIOEDUCATIVO DA GRANDE FLORIANÓPOLIS - SJC;2014-05-02 00:00:00;2014-09-14 00:00:00;1;ADITIVO;2014-06-03 00:00:00;103;2014-09-14 00:00:00;;219999.01;MENSAL
CT-00088/2014/SJC;CENTRO DE ATENDIMENTO SÓCIOEDUCATIVO DA GRANDE FLORIANÓPOLIS - SJC;2014-05-02 00:00:00;2014-09-14 00:00:00;2;ADITIVO DE SERVIÇOS;2014-07-25 00:00:00;51;2014-09-14 00:00:00;;219998.86;MENSAL
CT-00188/2014/SSP;DELEGACIA DE POLICIA  (IGP - RUA DR. ANTÔNIO BOTINI);2014-05-30 00:00:00;2015-05-30 00:00:00;0;"1";2014-05-30 00:00:00;365;2015-05-30 00:00:00;;838970.6;ANUAL
CT-00188/2014/SSP;DELEGACIA DE POLICIA  (IGP - RUA DR. ANTÔNIO BOTINI);2014-05-30 00:00:00;2015-05-30 00:00:00;1;"1";2014-05-30 00:00:00;365;2015-05-30 00:00:00;;838970.6;ANUAL
CT-00006/2014 SIE;VIAS MUNICIPAIS;2014-03-17 00:00:00;2014-09-13 00:00:00;0;Cronograma Financeiro;2014-03-17 00:00:00;180;2014-09-13 00:00:00;;366399.45;MENSAL
AS-00079/2014/SJC;INSTITUTO DE PSIQUIATRIA - HOSPITAL SANTA TEREZA E COMPLEXO PENITENCIÁRIO SÃO PEDRO DE ALCÂNTARA;2014-04-25 00:00:00;2014-05-05 00:00:00;0;RECUPERAÇÃO;2014-04-25 00:00:00;10;2014-05-05 00:00:00;;13669.2;MENSAL
CT-00097/2014/SJC;PRESÍDIO REGIONAL DE JARAGUÁ DO SUL;2014-05-06 00:00:00;2015-07-01 00:00:00;0;UNIDADE DE SAUDE;2014-05-06 00:00:00;210;2014-12-02 00:00:00;;310662.29;MENSAL
CT-00097/2014/SJC;PRESÍDIO REGIONAL DE JARAGUÁ DO SUL;2014-05-06 00:00:00;2015-07-01 00:00:00;1;Cronograma pós aditivo contratual de 60 dias;2014-11-03 00:00:00;89;2015-01-31 00:00:00;;310662.29;MENSAL
CT-00097/2014/SJC;PRESÍDIO REGIONAL DE JARAGUÁ DO SUL;2014-05-06 00:00:00;2015-07-01 00:00:00;2;CRONOGRAMA ;2014-11-28 00:00:00;215;2015-07-01 00:00:00;HOUVE PARALIZAÇÃO DO CONTRATO EM VUIRTUDE DE ATRASOS NA APROVAÇÃO DE ADITIVO PELO GRUPO GESTOR;323646.57;MENSAL
CT-00211/2014 SES;HOSPITAL CELSO RAMOS;2014-05-07 00:00:00;2016-02-28 00:00:00;0;Cronograma;2014-05-07 00:00:00;84;2014-07-30 00:00:00;;199999;MENSAL
CT-00211/2014 SES;HOSPITAL CELSO RAMOS;2014-05-07 00:00:00;2016-02-28 00:00:00;1;Cronograma pós paralisação;2014-05-07 00:00:00;662;2016-02-28 00:00:00;;199999;MENSAL
CT-00007/2014 SDR21;EEB JOAQUIM RAMOS - EPAGRIGR CRICIÚMA;2014-04-28 00:00:00;2014-06-27 00:00:00;0;REFORMA DO REFEITORIO DA EEB JOAQUIM RAMOS;2014-04-28 00:00:00;60;2014-06-27 00:00:00;;86722.98;MENSAL
CT-00095/2014/SJC;PENITENCIARIA AGRICOLA;2014-05-04 00:00:00;2019-04-29 00:00:00;0;CADEIA FEMININA DE CHAPECÓ;2014-05-04 00:00:00;365;2015-05-04 00:00:00;;12743982.71;MENSAL
CT-00095/2014/SJC;PENITENCIARIA AGRICOLA;2014-05-04 00:00:00;2019-04-29 00:00:00;1;ADITIVO DE PRAZO;2015-05-06 00:00:00;358;2016-04-28 00:00:00;;12743982.71;MENSAL
CT-00095/2014/SJC;PENITENCIARIA AGRICOLA;2014-05-04 00:00:00;2019-04-29 00:00:00;2;Aditivo de prazo II;2016-03-07 00:00:00;232;2016-10-25 00:00:00;;14989595.32;MENSAL
CT-00095/2014/SJC;PENITENCIARIA AGRICOLA;2014-05-04 00:00:00;2019-04-29 00:00:00;3;execução de obra;2016-01-04 00:00:00;295;2016-10-25 00:00:00;;14989595.32;MENSAL
CT-00095/2014/SJC;PENITENCIARIA AGRICOLA;2014-05-04 00:00:00;2019-04-29 00:00:00;4;aditivo de só supressão;2016-01-04 00:00:00;295;2016-10-25 00:00:00;;14940072.87;MENSAL
CT-00095/2014/SJC;PENITENCIARIA AGRICOLA;2014-05-04 00:00:00;2019-04-29 00:00:00;5;Aditivo prazo;2016-08-01 00:00:00;205;2017-02-22 00:00:00;;14940072.87;MENSAL
CT-00095/2014/SJC;PENITENCIARIA AGRICOLA;2014-05-04 00:00:00;2019-04-29 00:00:00;6;sétimo Aditivo de prazo;2017-02-22 00:00:00;120;2017-06-22 00:00:00;;14940072.87;MENSAL
CT-00095/2014/SJC;PENITENCIARIA AGRICOLA;2014-05-04 00:00:00;2019-04-29 00:00:00;7;aditivo de prazo;2017-06-22 00:00:00;161;2017-11-30 00:00:00;;14940072.87;MENSAL
CT-00095/2014/SJC;PENITENCIARIA AGRICOLA;2014-05-04 00:00:00;2019-04-29 00:00:00;8;nono Termo Aditivo;2017-11-30 00:00:00;275;2018-09-01 00:00:00;;14940072.87;MENSAL
CT-00095/2014/SJC;PENITENCIARIA AGRICOLA;2014-05-04 00:00:00;2019-04-29 00:00:00;9;Décimo Termo Aditivo de Prazo;2018-08-15 00:00:00;137;2018-12-30 00:00:00;;14940072.87;MENSAL
CT-00095/2014/SJC;PENITENCIARIA AGRICOLA;2014-05-04 00:00:00;2019-04-29 00:00:00;10;Aditivo de Prazo;2018-12-30 00:00:00;120;2019-04-29 00:00:00;;14940072.87;MENSAL
AS-00073/2014/SJC;PRESÍDIO REGIONAL E PENITENCIÁRIA INDUSTRIAL DE JOINVILLE;2014-04-15 00:00:00;2014-04-30 00:00:00;0;INVENTARIO AMBIENTAL;2014-04-15 00:00:00;15;2014-04-30 00:00:00;;13600;MENSAL
CT-00034/2014 SDRXXE;EEB ARTUR DA COSTA E SILVA E SECRETARIA DE DESENVOLVIMENTO REGIONAL;;;0;Intalação extintores, iluminação de emergência;2014-04-29 00:00:00;246;2014-12-31 00:00:00;;9870.5;MENSAL
CT-00034/2014 SDRXXE;EEB ARTUR DA COSTA E SILVA E SECRETARIA DE DESENVOLVIMENTO REGIONAL;;;1;instalaçao de luzes de emergencia , extintores eeb;2014-04-29 00:00:00;246;2014-12-31 00:00:00;;9870.5;MENSAL
CT-00099/2014/SJC;PRESÍDIO REGIONAL SANTA AUGUSTA - 2ª DEL. POLÍCIA - I.G.P;2014-04-02 00:00:00;2014-06-01 00:00:00;0;RECONSTRUÇÃO DE MURO;2014-04-02 00:00:00;60;2014-06-01 00:00:00;;257530.26;MENSAL
CT-00013/2014-SDR02;EEB JORGE LACERDA;2014-05-08 00:00:00;2015-12-31 00:00:00;0;CRONOGRAMA INICIAL;2014-05-08 00:00:00;180;2014-11-04 00:00:00;;319583.78;MENSAL
CT-00013/2014-SDR02;EEB JORGE LACERDA;2014-05-08 00:00:00;2015-12-31 00:00:00;1;CRONOGRAMA INICIAL;2014-10-23 00:00:00;132;2015-03-04 00:00:00;;319583.78;MENSAL
CT-00013/2014-SDR02;EEB JORGE LACERDA;2014-05-08 00:00:00;2015-12-31 00:00:00;2;CRONOGRAMA INICIAL;2015-03-27 00:00:00;97;2015-07-02 00:00:00;;319583.78;MENSAL
CT-00013/2014-SDR02;EEB JORGE LACERDA;2014-05-08 00:00:00;2015-12-31 00:00:00;3;Cronograma Inicial;2015-05-19 00:00:00;164;2015-10-30 00:00:00;;319583.78;MENSAL
CT-00013/2014-SDR02;EEB JORGE LACERDA;2014-05-08 00:00:00;2015-12-31 00:00:00;4;CRONOGRAMA INICIAL;2015-07-13 00:00:00;109;2015-10-30 00:00:00;;407699.48;MENSAL
CT-00013/2014-SDR02;EEB JORGE LACERDA;2014-05-08 00:00:00;2015-12-31 00:00:00;5;CRONOGRAMA INICIAL;2015-10-02 00:00:00;90;2015-12-31 00:00:00;;407699.48;MENSAL
CT-00013/2014-SDR02;EEB JORGE LACERDA;2014-05-08 00:00:00;2015-12-31 00:00:00;6;CRONOGRAMA INICIAL;2015-10-02 00:00:00;90;2015-12-31 00:00:00;;407699.48;MENSAL
CT-00013/2014-SDR02;EEB JORGE LACERDA;2014-05-08 00:00:00;2015-12-31 00:00:00;7;CRONOGRAMA INICIAL;2015-10-02 00:00:00;90;2015-12-31 00:00:00;;407699.48;MENSAL
CT-00008/2014 SDR21;EEB COSTA CARNEIRO;2014-04-28 00:00:00;2014-09-17 00:00:00;0;Reforma da Cobertura da EEB Costa Carneiro;2014-04-28 00:00:00;60;2014-06-27 00:00:00;;88805.15;MENSAL
CT-00008/2014 SDR21;EEB COSTA CARNEIRO;2014-04-28 00:00:00;2014-09-17 00:00:00;1;cronograma eeb costa carneiro;2014-07-18 00:00:00;61;2014-09-17 00:00:00;;88805.15;MENSAL
CT-00038/2014;DELEGACIA DE POLICIA;2014-04-29 00:00:00;2014-07-28 00:00:00;0;Cronograma;2014-04-29 00:00:00;90;2014-07-28 00:00:00;;149450.98;MENSAL
CT-00014/2014-JBA;MANUTENÇÃO BEM PÚBLICO - ADR DE JOAÇABA;;;0;RODOVIAS ESTADUAIS;2014-05-08 00:00:00;210;2014-12-04 00:00:00;;336500;MENSAL
CT-00067/2014-SED;ESCOLA DE EDUCAÇÃO BÁSICA DE BELA VISTA - PALHOÇA - CONTRATO 67;2014-06-18 00:00:00;2020-05-25 00:00:00;0;Cronograma I;2014-06-18 00:00:00;360;2015-06-13 00:00:00;;8031328.69;MENSAL
CT-00067/2014-SED;ESCOLA DE EDUCAÇÃO BÁSICA DE BELA VISTA - PALHOÇA - CONTRATO 67;2014-06-18 00:00:00;2020-05-25 00:00:00;1;Cronograma - aprovação de termo aditivo de prazo;2015-06-13 00:00:00;330;2016-05-08 00:00:00;Deliberação 175/2015, de 07/10/2015 - EPACTO;8031328.69;MENSAL
CT-00067/2014-SED;ESCOLA DE EDUCAÇÃO BÁSICA DE BELA VISTA - PALHOÇA - CONTRATO 67;2014-06-18 00:00:00;2020-05-25 00:00:00;2;cronograma relativo ao segundo aditivo de prazo.;2016-05-08 00:00:00;210;2016-12-04 00:00:00;;8031328.69;MENSAL
CT-00067/2014-SED;ESCOLA DE EDUCAÇÃO BÁSICA DE BELA VISTA - PALHOÇA - CONTRATO 67;2014-06-18 00:00:00;2020-05-25 00:00:00;3;Cronograma relativo ao aditivo de serviços.;2016-09-01 00:00:00;94;2016-12-04 00:00:00;;8674509.12;MENSAL
CT-00067/2014-SED;ESCOLA DE EDUCAÇÃO BÁSICA DE BELA VISTA - PALHOÇA - CONTRATO 67;2014-06-18 00:00:00;2020-05-25 00:00:00;4;Cronograma relativo ao Termo Aditivo;2016-12-01 00:00:00;213;2017-07-02 00:00:00;;8674509.12;MENSAL
CT-00067/2014-SED;ESCOLA DE EDUCAÇÃO BÁSICA DE BELA VISTA - PALHOÇA - CONTRATO 67;2014-06-18 00:00:00;2020-05-25 00:00:00;5;Cronograma do Quinto Termo Aditivo ( prazo );2017-06-02 00:00:00;210;2017-12-29 00:00:00;;8674509.12;MENSAL
CT-00067/2014-SED;ESCOLA DE EDUCAÇÃO BÁSICA DE BELA VISTA - PALHOÇA - CONTRATO 67;2014-06-18 00:00:00;2020-05-25 00:00:00;6;Cronograma relativo ao termo aditivo;2017-10-30 00:00:00;150;2018-03-29 00:00:00;;8674509.12;MENSAL
CT-00067/2014-SED;ESCOLA DE EDUCAÇÃO BÁSICA DE BELA VISTA - PALHOÇA - CONTRATO 67;2014-06-18 00:00:00;2020-05-25 00:00:00;7;Sétimo Termo Aditivo - Prazo;2018-03-28 00:00:00;91;2018-06-27 00:00:00;;8674509.12;MENSAL
CT-00067/2014-SED;ESCOLA DE EDUCAÇÃO BÁSICA DE BELA VISTA - PALHOÇA - CONTRATO 67;2014-06-18 00:00:00;2020-05-25 00:00:00;8;Nono Termo Aditivo - Prazo;2018-06-21 00:00:00;126;2018-10-25 00:00:00;;8674509.12;MENSAL
CT-00067/2014-SED;ESCOLA DE EDUCAÇÃO BÁSICA DE BELA VISTA - PALHOÇA - CONTRATO 67;2014-06-18 00:00:00;2020-05-25 00:00:00;9;Cronograma Decimo Termo Aditivo - Prazo;2018-10-16 00:00:00;159;2019-03-24 00:00:00;;8674509.12;MENSAL
CT-00067/2014-SED;ESCOLA DE EDUCAÇÃO BÁSICA DE BELA VISTA - PALHOÇA - CONTRATO 67;2014-06-18 00:00:00;2020-05-25 00:00:00;10;Cronograma Decimo Segundo Termo Aditivo - Prazo;2019-09-24 00:00:00;159;2020-03-01 00:00:00;;8674509.12;MENSAL
CT-00067/2014-SED;ESCOLA DE EDUCAÇÃO BÁSICA DE BELA VISTA - PALHOÇA - CONTRATO 67;2014-06-18 00:00:00;2020-05-25 00:00:00;11;Cronograma Oitavo Termo Aditivo - Valor;2019-12-09 00:00:00;182;2020-06-08 00:00:00;;9506025.57;MENSAL
CT-00071/2014-SED;EEB ANA MACHADO DAL TOE;2014-06-20 00:00:00;2018-11-05 00:00:00;0;Inicio execução ;2014-06-20 00:00:00;360;2015-06-15 00:00:00;Cronograma distribuido em percelas iguais  ;7399369.47;MENSAL
