"CONTRATO";"OBJETO_CONTRATO";"NUMERO_SEQUENCIAL_PARALISACAO";"DATA_PARALISACAO";"TERMO_PARALISACAO";"DATA_REINICIO";"TERMO_REINICIO";"NUMERO_DIAS_PARALISADOS";"JUSTIFICATIVA_PARALISACAO"
CT-00049/2014 SIE;VIAS MUNICIPAIS;2;2018-08-10 00:00:00;"012/2018";2020-11-24 00:00:00;"033/2020";837;
CT-00049/2014 SIE;VIAS MUNICIPAIS;3;2020-12-01 00:00:00;"036/2020";2021-07-16 00:00:00;"014/2021";227;
CT-00052/2014 SIE;RODOVIAS ESTADUAIS;1;2014-10-01 00:00:00;"035/2014";2015-01-02 00:00:00;"004/2015";93;
CT-00052/2014 SIE;RODOVIAS ESTADUAIS;2;2015-03-01 00:00:00;"023/2015";2015-08-14 00:00:00;"038/2015";166;
CT-00052/2014 SIE;RODOVIAS ESTADUAIS;3;2019-04-12 00:00:00;"005/2019";2020-11-16 00:00:00;"032/2020";584;
CT-00052/2014 SIE;RODOVIAS ESTADUAIS;4;2020-11-17 00:00:00;"034/2020";2021-03-29 00:00:00;"006/2021";132;
CT-00052/2014 SIE;RODOVIAS ESTADUAIS;5;2021-05-14 00:00:00;"007/2021";;;;
CT-00057/2014 SIE;RODOVIAS ESTADUAIS;1;2014-10-10 00:00:00;"026/2014";2021-10-08 00:00:00;"024/2021";2555;
CT-00065/2014 SIE;VIAS MUNICIPAIS;1;2015-02-01 00:00:00;"01/2015";2015-04-02 00:00:00;"023/2015";60;
CT-00065/2014 SIE;VIAS MUNICIPAIS;2;2015-06-01 00:00:00;"02/2015";;;2562;
CT-00007/2014 SDR-TIM;POLÍCIA MILITAR (2 CIA - 10 BPM)  CORPO DE BOMBEIROS (2 CIA - 3 BBM);1;2015-04-11 00:00:00;TP N.º 001/2015;;;0;
CT-00099/2014/SSP;DELEGACIA DE POLICIA;1;2015-03-12 00:00:00;"1";2015-09-29 00:00:00;"1";201;
CT-00111/2014/SSP;"DELEGACIA DE POLÍCIA; POLICIA MILITAR E CORPO DE BOMBEIROS";1;2014-12-15 00:00:00;"1";2014-12-16 00:00:00;"1";1;
CT-00002/2014 SDC;RIO TUBARÃO - TRECHO TUBARÃO;1;2015-07-08 00:00:00;"01/2015";2018-12-10 00:00:00;"02/2018";1251;
CT-00002/2014 SDC;RIO TUBARÃO - TRECHO TUBARÃO;2;2019-12-19 00:00:00;"01/2019";;;900;
CT-00001/2014 SDC;RIO ITAJAÍ DO OESTE - TRECHO RIO DO SUL;1;2019-10-23 00:00:00;"01/2019";;;957;
CT-00001/2014/CNV;RODOVIAS ESTADUAIS;1;2014-01-30 00:00:00;"001/2014";2014-05-05 00:00:00;"001/2014";95;
CT-00001/2014/CNV;RODOVIAS ESTADUAIS;2;2014-06-26 00:00:00;"002";2014-08-25 00:00:00;"002";60;
CT-00001/2014/CNV;RODOVIAS ESTADUAIS;3;2014-09-18 00:00:00;"03";;;0;
CT-00004/2014 SDR21;EEF GERVASIO TEIXEIRA FERNANDES;1;2014-05-30 00:00:00;TP 01 2014;2014-09-11 00:00:00;"1º TERMO DE REINICIO";104;
CT-00006/2014 SDR21;CENTRO ADMINISTRATIVO DA SDR CRICIÚMA;1;2014-05-30 00:00:00;TP 01 2014;2014-07-10 00:00:00;TR 01 2014;41;
CT-00273/2014 SES;HOSPITAL REGIONAL HANS DIETER SCHMIDT;1;2017-08-31 00:00:00;"1º Termo Pralisação";2017-09-12 00:00:00;"1º Termo reinício ";12;
CT-00009/2014-SDRJGS;POLÍCIA MILITAR DE SANTA CATARINA - CENTRO REGIONAL DE OPERAÇÕESSDC;1;2014-08-18 00:00:00;"02";2014-12-04 00:00:00;"02";108;
CT-00007/2014 SIE;VIAS MUNICIPAIS;1;2015-02-04 00:00:00;"002/2015";2015-04-30 00:00:00;"021/2015";85;
CT-00617/2014/SSP-FMSP;CORPO DE BOMBEIROS MILITAR E POLÍCIA MILITAR DE SANTA CATARINA;1;2015-11-20 00:00:00;"001";2016-10-26 00:00:00;"01";341;
CT-00617/2014/SSP-FMSP;CORPO DE BOMBEIROS MILITAR E POLÍCIA MILITAR DE SANTA CATARINA;2;2016-10-27 00:00:00;"02";2017-04-30 00:00:00;"1";185;
CT-00617/2014/SSP-FMSP;CORPO DE BOMBEIROS MILITAR E POLÍCIA MILITAR DE SANTA CATARINA;3;2019-04-18 00:00:00;"3";;;0;
CT-00097/2014/SJC;PRESÍDIO REGIONAL DE JARAGUÁ DO SUL;1;2015-01-26 00:00:00;"001/2015";2015-06-26 00:00:00;"001/2015";151;
CT-00211/2014 SES;HOSPITAL CELSO RAMOS;1;2014-07-17 00:00:00;"1º Termo Pralisação";2016-02-15 00:00:00;"1º Termo Reinício";578;
CT-00008/2014 SDR21;EEB COSTA CARNEIRO;1;2014-06-26 00:00:00;TP 01 2014;2014-07-18 00:00:00;TR 1 2014;22;
CT-00067/2014-SED;ESCOLA DE EDUCAÇÃO BÁSICA DE BELA VISTA - PALHOÇA - CONTRATO 67;1;2018-12-17 00:00:00;oficio 1141/2018;2019-07-01 00:00:00;"001";196;
CT-00067/2014-SED;ESCOLA DE EDUCAÇÃO BÁSICA DE BELA VISTA - PALHOÇA - CONTRATO 67;2;2019-07-26 00:00:00;"002";2019-09-21 00:00:00;"002";57;
CT-00067/2014-SED;ESCOLA DE EDUCAÇÃO BÁSICA DE BELA VISTA - PALHOÇA - CONTRATO 67;3;2019-09-26 00:00:00;"003";2019-12-20 00:00:00;"003";85;
CT-00009/2014 SDR21;GERÊNCIA REGIONAL DE EDUCAÇÃO (GERED) E GERÊNCIA DE SAÚDE;1;2014-09-05 00:00:00;TP 01 2014;2014-09-19 00:00:00;"01";14;
CT-00081/2014-SED;ESCOLA ESTADUAL AMBRÓSIO - GAROPABA;1;2016-05-13 00:00:00;"001";2016-05-14 00:00:00;"001";1;
CT-00009/2014SDRRSL;EEB  SÃO JOÃO;1;2015-04-01 00:00:00;"01";2015-08-31 00:00:00;"01";152;
CT-00010/2014SDRRSL;EEB ADOLFO BOVING;1;2015-04-27 00:00:00;"1";2015-07-30 00:00:00;"1";94;
CT-00079/2014-SED;CONSTRUÇÃO DE UMA ESCOLA DE ENSINO MÉDIO;1;2020-03-18 00:00:00;"01/2020";2020-04-01 00:00:00;"02/2020";14;
CT-00004/2014 SIE;VIAS MUNICIPAIS;1;2014-07-01 00:00:00;"016/2014";2014-11-20 00:00:00;"017/2014";142;
CT-00084/2014-SED;EEB XV DE JUNHO;1;2015-03-31 00:00:00;"0100/2015";2015-04-17 00:00:00;"0100/2015";17;
CT-00012/2014 SDR BNU;MANUTENÇÃO BEM PÚBLICO - ADR DE BLUMENAU;1;2014-11-11 00:00:00;"01";;;0;
CT-00022/2014SR18;EEB PROF ANIBAL NUNES PIRES;1;2014-07-02 00:00:00;"02/07/2014";2015-06-16 00:00:00;"7/2015";349;
CT-00022/2014SR18;EEB PROF ANIBAL NUNES PIRES;2;2015-06-18 00:00:00;"07/2015";;;2545;
CT-00020/2014SR18;EEB JOÃO SILVEIRA;1;2014-07-02 00:00:00;"02/07/2014";2015-06-16 00:00:00;"6";349;
CT-00020/2014SR18;EEB JOÃO SILVEIRA;2;2015-06-18 00:00:00;"08/2015";;;2545;
CT-00011/2014 SIE;RODOVIAS ESTADUAIS;1;2016-03-01 00:00:00;"011/2016";2016-03-16 00:00:00;"009/2016";15;
CT-00024/2014SR18;SED - Secretaria de Estado da Educação;1;2014-12-15 00:00:00;"01/2015";;;2730;
CT-00025/2014SR18;SED - Secretaria de Estado da Educação;1;2014-12-10 00:00:00;"02/2014";;;2735;
CT-00016/2014 SDR21;EEB COELHO NETO;1;2014-06-24 00:00:00;"1";2014-10-16 00:00:00;"1";114;
CT-00017/2014 SDR21;EEF ALAIDE TABALIPA;1;2014-09-01 00:00:00;"1";2014-10-16 00:00:00;"1";45;
CT-00018/2014 SIE;RODOVIAS ESTADUAIS;1;2014-12-16 00:00:00;"024/2014";2015-03-05 00:00:00;"009/2015";79;
CT-00020/2014-SDR-ARA;HOSPITAL REGIONAL DE ARARANGUÁ;1;2016-06-23 00:00:00;"01/2016";2016-09-26 00:00:00;"01/2016";95;
CT-00027/2014 SDR21;DELEGACIA REG. DE POL. E CIRETRAN - CRICIÚMA;1;2014-10-30 00:00:00;"1";2014-12-10 00:00:00;"1";41;
CT-00013/2014 SIE;RODOVIAS ESTADUAIS;1;2014-09-01 00:00:00;"021/2014";2015-02-24 00:00:00;"011/2015";176;
CT-00013/2014 SIE;RODOVIAS ESTADUAIS;2;2015-04-01 00:00:00;"021/2015";2015-08-01 00:00:00;"032/2015";122;
CT-00013/2014 SIE;RODOVIAS ESTADUAIS;3;2016-02-01 00:00:00;"013/2016";2016-06-13 00:00:00;"015/2016";133;
CT-00013/2014 SIE;RODOVIAS ESTADUAIS;4;2016-06-14 00:00:00;"023/2016";2016-10-01 00:00:00;"029/2016";109;
CT-00015/2014 SDR BNU;EEB CHRISTOPH AUGENSTEIN;1;2014-10-15 00:00:00;"001";2015-05-11 00:00:00;"02";208;
CT-00016/2014 SDR BNU;EEB JÚLIA LOPES DE ALMEIDA;1;2014-11-19 00:00:00;"01";2015-05-11 00:00:00;"03";173;
CT-00014/2014 SDR-TIM;UNIDADE PRISIONAL AVANÇADA DE INDAIAL;1;2014-07-25 00:00:00;"25072014";2014-12-02 00:00:00;"02/12/2014";130;
CT-00030/2014 SIE;RODOVIAS ESTADUAIS;1;2015-04-01 00:00:00;"11/2015";2015-06-15 00:00:00;"024/2015";75;
CT-00030/2014 SIE;RODOVIAS ESTADUAIS;2;2015-06-22 00:00:00;"017/2015";2015-07-15 00:00:00;"030/2015";23;
CT-00030/2014 SIE;RODOVIAS ESTADUAIS;3;2016-01-06 00:00:00;"015/2016";2016-08-19 00:00:00;"024/2016";226;
CT-00030/2014 SIE;RODOVIAS ESTADUAIS;4;2016-08-22 00:00:00;"017/2016";2017-02-20 00:00:00;"002/2017";182;
CT-00010/2014 SIE;VIAS MUNICIPAIS;1;2014-11-01 00:00:00;"038/2014";2015-08-20 00:00:00;"033/2015";292;
CT-00014/2014 SES CEPON;CENTRO DE PESQUISA ONCOLÓGICA - CEPON;1;2014-11-28 00:00:00;"1º Termo Paralisação";2014-12-01 00:00:00;"1º Termo Reinício";3;
CT-00014/2014 SES CEPON;CENTRO DE PESQUISA ONCOLÓGICA - CEPON;2;2014-12-15 00:00:00;"2º Termo de Pralisaç";2015-12-02 00:00:00;"2º Termo Reinício";352;
CT-00031/2014 SIE;RODOVIAS ESTADUAIS;1;2014-12-16 00:00:00;"29/2014";2015-02-06 00:00:00;"1";52;
CT-00031/2014 SIE;RODOVIAS ESTADUAIS;2;2015-02-20 00:00:00;"03/2015";2015-03-03 00:00:00;"007/2015";11;
CT-00031/2014 SIE;RODOVIAS ESTADUAIS;3;2016-01-04 00:00:00;"003/2016";2016-05-06 00:00:00;"013/2016";123;
CT-00213/2014 SDC;RIO ITAJAÍ AÇU - TRECHO INDAIAL, BLUMENAU E GASPAR;1;2017-12-20 00:00:00;"07/2017";2018-01-08 00:00:00;"07/2017";19;
CT-00213/2014 SDC;RIO ITAJAÍ AÇU - TRECHO INDAIAL, BLUMENAU E GASPAR;2;2019-10-23 00:00:00;"01/2019";;;957;
CT-00214/2014 SDC;RIO ITAJAÍ AÇU - TRECHO ILHOTA, ITAJAÍ E NAVEGANTES;1;2017-12-20 00:00:00;"11/2017";2018-01-08 00:00:00;"11/2017";19;
CT-00214/2014 SDC;RIO ITAJAÍ AÇU - TRECHO ILHOTA, ITAJAÍ E NAVEGANTES;2;2019-10-23 00:00:00;"01/2019";;;957;
CT-00017/2014-SDRJGS;MANUTENÇÃO BEM PÚBLICO - ADR DE JARAGUÁ DO SUL;1;2014-09-17 00:00:00;"01";2014-12-03 00:00:00;"01";77;
CT-00019/2014 SIE;VIAS MUNICIPAIS;1;2014-09-01 00:00:00;"019/2014";2014-11-24 00:00:00;"020/2014";84;
CT-00037/2014 SIE;RODOVIAS ESTADUAIS;1;2014-08-15 00:00:00;"017/2014";2014-12-03 00:00:00;"022/2014";110;
CT-00037/2014 SIE;RODOVIAS ESTADUAIS;2;2014-12-05 00:00:00;"023/2014";2015-02-19 00:00:00;"006/2015";76;
CT-00018/2014 SDR BNU;VIAS MUNICIPAIS;1;2014-12-12 00:00:00;"01";2015-01-05 00:00:00;"01";24;
CT-00024/2014 SDR BNU;EEB EMÍLIO BAUMGART;1;2014-11-03 00:00:00;"01";2015-05-11 00:00:00;"04";189;
CT-00113/2014-SED;GINÁSIO DE ESPORTES ROZENDO V. LIMA;1;2015-07-01 00:00:00;"001/2015";;;2532;
CT-00026/2014 SDR BNU;CEDUP HERMAM HERING;1;2014-11-03 00:00:00;"01";2014-12-19 00:00:00;"01";46;
CT-00027/2014 SDR BNU;MANUTENÇÃO BEM PÚBLICO - ADR DE BLUMENAU;1;2014-10-04 00:00:00;"01";2014-12-19 00:00:00;"2";76;
CT-00511/2014 SES;HOSPITAL REGIONAL DE SÃO JOSÉ - DR. HOMERO DE MIRANDA GOMES;1;2015-04-24 00:00:00;"1º Termo Paralisação";2015-08-03 00:00:00;"1º Termo de Reinício";101;
CT-00511/2014 SES;HOSPITAL REGIONAL DE SÃO JOSÉ - DR. HOMERO DE MIRANDA GOMES;2;2015-10-05 00:00:00;"2º Termo Pralisação";2015-11-16 00:00:00;"2º Termo Reinício";42;
CT-00044/2014 SIE;AEROPORTO DE SÃO JOAQUIM;1;2014-12-01 00:00:00;"01";2015-09-18 00:00:00;"01/2015";291;
CT-00044/2014 SIE;AEROPORTO DE SÃO JOAQUIM;2;2016-02-01 00:00:00;"01/2016";2016-03-31 00:00:00;"010/2016";59;
CT-00072/2014 SDRXXE;EEB PROF ZELINDO CARBONERA;1;2014-12-22 00:00:00;"002/2014";2015-03-12 00:00:00;"003/2015";80;
CT-00072/2014 SDRXXE;EEB PROF ZELINDO CARBONERA;2;2015-12-16 00:00:00;"05";2016-01-28 00:00:00;"01/2016";43;
CT-00073/2014 SDR XXE;EEB CELESTINO JOSÉ DO NASCIMENTO (TERRENO OCIOSO);1;2014-12-22 00:00:00;"008/2014";2015-03-12 00:00:00;"002/2015";80;
CT-00538/2014 SES;HOSPITAL CELSO RAMOS;1;2015-06-18 00:00:00;"1º Termo Pralisação";2015-08-21 00:00:00;"1º Termo Reinício";64;
CT-00029/2014 SIE;VIAS MUNICIPAIS;1;2015-01-05 00:00:00;"012/2015";2015-07-02 00:00:00;"029/2015";178;
CT-00029/2014 SDRCCO;EEF AGILBERTO ZANDAVALLI,EEF EDVINO HUPPES,EEB CORDILHEIRA ALTA,EEB CORONEL ERNESTO BERTASO,EEF NEIV;1;2015-12-16 00:00:00;"002";2017-09-21 00:00:00;"002/2017";645;
CT-00025/2014 SEF;CENTRO ADMINISTRATIVO DO ESTADO;1;2014-07-21 00:00:00;"001";2014-09-12 00:00:00;"001";53;
CT-00561/2014 SES;HOSPITAL CELSO RAMOS;1;2014-12-22 00:00:00;"1º Termo Paralisação";2015-02-02 00:00:00;"1º Termo de Reinício";42;
CT-00561/2014 SES;HOSPITAL CELSO RAMOS;2;2015-02-03 00:00:00;"2º Termo Paralização";2015-04-28 00:00:00;"2º Termo Reinício";84;
CT-00561/2014 SES;HOSPITAL CELSO RAMOS;3;2015-04-29 00:00:00;"3º Termo Paralisação";2015-06-26 00:00:00; 3º Termo Reinício;58;
CT-00036/2014 SIE;VIAS MUNICIPAIS;1;2015-01-05 00:00:00;"04/2015";2015-03-04 00:00:00;"013/2015";58;
CT-00032/2014 SIE;VIAS MUNICIPAIS;1;2015-01-05 00:00:00;"005/2015";2015-02-18 00:00:00;"014/2015";44;
CT-00232/2014/SSP;TERRENO PÚBLICO (CORPO DE BOMBEIROS MILITAR);1;2016-10-13 00:00:00;"1";2017-03-13 00:00:00;"1";151;
CT-00043/2014 SIE;VIAS MUNICIPAIS;1;2014-12-09 00:00:00;"031/2014";2015-01-27 00:00:00;"015/2015";49;
CT-00043/2014 SIE;VIAS MUNICIPAIS;2;2015-06-30 00:00:00;"019/2015";2015-09-01 00:00:00;"039/2015";63;
CT-00043/2014 SIE;VIAS MUNICIPAIS;3;2016-01-01 00:00:00;"01/2016";2016-02-01 00:00:00;"01/2016";31;
CT-00042/2014 SIE;RODOVIAS ESTADUAIS;1;2015-03-02 00:00:00;"013/2015";2015-06-01 00:00:00;"025/2015";91;
CT-00042/2014 SIE;RODOVIAS ESTADUAIS;2;2015-06-22 00:00:00;"016/2015";2015-08-01 00:00:00;"034/2015";40;
CT-00031/2014 SDR BNU;EEB PROF LOTHAR KRIECK;1;2014-12-19 00:00:00;"01";2015-03-24 00:00:00;"01";95;
CT-00074/2014 SDRXXE;EIEB CACIQUE VANKRE;1;2014-12-22 00:00:00;"005/2014";2015-05-22 00:00:00;"01";151;
CT-00077/2014 SDRXXE;EEB PROF CORALIA GEVAERD OLINNGER;1;2014-12-22 00:00:00;"003/2014";2015-03-12 00:00:00;"004/2015";80;
CT-00075/2014 SDRXXE;TERRENO COM CASA DE ALVENARIA;1;2014-12-22 00:00:00;"006/2014";2015-01-27 00:00:00;"01/2015";36;
CT-00045/2014 SIE;EDIFÍCIO DAS DIRETORIAS;1;2014-10-01 00:00:00;"33/2014";2018-10-01 00:00:00;"023/2018";1461;
CT-00664/2014/SSP;DELEGACIA DE POLÍCIA DE MASSARANDUBA;1;2015-06-30 00:00:00;"1";2016-02-01 00:00:00;"1";216;
CT-00663/2014/SSP;DELEGACIA DE POLÍCIA DE MASSARANDUBA;1;2015-06-30 00:00:00;"1";2016-02-01 00:00:00;"1";216;
CT-00041/2014 SIE;VIAS MUNICIPAIS;1;2015-02-02 00:00:00;"006/2015";2015-02-18 00:00:00;"008/2015";16;
CT-00040/2014 SDRCCO;EEB LEONOR LOPES GONZAGA;1;2015-12-16 00:00:00;"01";2016-04-14 00:00:00;"001/2016";120;
CT-00689/2014 SES;HOSPITAL INFANTIL JOANA DE GUSMÃO - HOSPITAL NEREU RAMOS(PROJETO DE DOAÇÃO EM TRAMITAÇÃO LEI 17.407);1;2016-01-30 00:00:00;"1 Termo Paralisação";2016-05-02 00:00:00;"1º Termo Reinício";93;
CT-00689/2014 SES;HOSPITAL INFANTIL JOANA DE GUSMÃO - HOSPITAL NEREU RAMOS(PROJETO DE DOAÇÃO EM TRAMITAÇÃO LEI 17.407);2;2017-01-20 00:00:00;"2º Termo Paralisação";2017-03-01 00:00:00;"5º Termo Reinício";40;
CT-00689/2014 SES;HOSPITAL INFANTIL JOANA DE GUSMÃO - HOSPITAL NEREU RAMOS(PROJETO DE DOAÇÃO EM TRAMITAÇÃO LEI 17.407);3;2017-03-20 00:00:00;"3º Termo Paralisação";2017-04-03 00:00:00;"11º Termo Reinício";14;
CT-00689/2014 SES;HOSPITAL INFANTIL JOANA DE GUSMÃO - HOSPITAL NEREU RAMOS(PROJETO DE DOAÇÃO EM TRAMITAÇÃO LEI 17.407);4;2017-04-25 00:00:00;"4º Termo Paralisação";2017-05-17 00:00:00;"4º Termo Reinício";22;
CT-00014/2014;VIAS MUNICIPAIS;1;2014-11-19 00:00:00;"025/2014";2016-07-04 00:00:00;"17/2016";593;
CT-00023/2014 SIE;VIAS MUNICIPAIS;1;2014-11-03 00:00:00;"018/2014";2014-12-08 00:00:00;"025/2014";35;
CT-00048/2014/SES-FESAUDE;HOSPITAL REGIONAL HANS DIETER SCHMIDT;1;2017-08-14 00:00:00;primeiro;2018-06-08 00:00:00;"07";298;
CT-00048/2014/SES-FESAUDE;HOSPITAL REGIONAL HANS DIETER SCHMIDT;2;2019-02-25 00:00:00;SEGUNDO;2021-02-10 00:00:00;"09/02/2021";716;
CT-00036/2014-JBA;EEB CORONEL PASSOS MAIA (TERRENO BALDIO);1;2015-02-01 00:00:00;"01";2015-09-29 00:00:00;TR-0001/2015;240;
CT-00036/2014-JBA;EEB CORONEL PASSOS MAIA (TERRENO BALDIO);2;2015-10-01 00:00:00;TP-0002/2015;2016-10-05 00:00:00;TR-0002/2016;370;
CT-00059/2014 SIE;AEROPORTO DE SÃO JOAQUIM;1;2014-12-01 00:00:00;"01";2015-02-23 00:00:00;"01/2015";84;
CT-00059/2014 SIE;AEROPORTO DE SÃO JOAQUIM;2;2015-03-01 00:00:00;"01/2015";2015-09-18 00:00:00;"01/2015";201;
CT-00059/2014 SIE;AEROPORTO DE SÃO JOAQUIM;3;2015-09-19 00:00:00;"28/2015";2015-11-01 00:00:00;"048/2015";43;
CT-00059/2014 SIE;AEROPORTO DE SÃO JOAQUIM;4;2016-01-04 00:00:00;"004/2016";2016-06-01 00:00:00;"018/2016";149;
CT-00021/2014 SIE;EDIFÍCIO DAS DIRETORIAS;1;2014-06-11 00:00:00;"041/2014";2016-07-01 00:00:00;"026/2016";751;
CT-00021/2014 SIE;EDIFÍCIO DAS DIRETORIAS;2;2016-08-01 00:00:00;"27/2016";2017-03-02 00:00:00;"006/2017";213;
CT-00035/2014 SIE;VIAS MUNICIPAIS;1;2015-11-01 00:00:00;"035/2015";2016-02-01 00:00:00;"004/2016";92;
CT-00035/2014 SIE;VIAS MUNICIPAIS;2;2017-02-01 00:00:00;"08/2017";2017-08-03 00:00:00;"13/2017";183;
CT-00056/2014/SED;EEB  PROF. MARIA DO CARMO SOUZA;1;2016-12-10 00:00:00;"50/2016";2017-07-14 00:00:00;"50/2017";216;
CT-00057/2014/SED;EEB SENADOR RENATO RAMOS DA SILVA;1;2016-01-04 00:00:00;"25/2016";2016-04-06 00:00:00;"25/2016";93;
CT-00319/2014/SJC;PRESÍDIO REGIONAL E PENITENCIÁRIA INDUSTRIAL DE JOINVILLE;1;2021-03-18 00:00:00;E060/2021/GETED/SAP;2021-03-25 00:00:00;"0001";7;
CT-00028/2014 SIE;RODOVIAS ESTADUAIS;1;2015-05-01 00:00:00;"15/2015";2015-11-24 00:00:00;"044/2015";207;
CT-00028/2014 SIE;RODOVIAS ESTADUAIS;2;2015-11-26 00:00:00;"032/2015";2016-02-23 00:00:00;"002/2016";89;
CT-00028/2014 SIE;RODOVIAS ESTADUAIS;3;2016-12-01 00:00:00;"031/2016";2017-04-01 00:00:00;"009/2017";121;
CT-00028/2014 SIE;RODOVIAS ESTADUAIS;4;2017-06-01 00:00:00;"011/2017";2017-08-30 00:00:00;"016/2017";90;
CT-00028/2014 SIE;RODOVIAS ESTADUAIS;5;2018-02-20 00:00:00;"002/2018";2018-03-15 00:00:00;"004/2018";23;
CT-00289/2014/SDC;BARRAGEM SUL MUNICÍPIO DE ITUPORANGA;1;2015-08-03 00:00:00;"001";2015-09-08 00:00:00;"01/2015";36;
CT-00056/2014 SIE;VIAS MUNICIPAIS;1;2017-04-03 00:00:00;"005/2017";2017-09-01 00:00:00;"017/2017";151;
CT-00820/2014/SSP;I.G.P. - TUBARÃO;1;2016-09-21 00:00:00;"01";;;2084;
CT-00068/2014 SIE;VIAS MUNICIPAIS;1;2015-05-04 00:00:00;"1";2016-11-01 00:00:00;"30/2016";547;
CT-00048/2014/SDR19;INSTITUTO GERAL DE PERÍCIA - CADEIA PÚBLICA;1;2015-02-27 00:00:00;"001";2015-03-30 00:00:00;"001";31;
CT-00048/2014/SDR19;INSTITUTO GERAL DE PERÍCIA - CADEIA PÚBLICA;2;2015-10-17 00:00:00;"002";2015-11-26 00:00:00;"002";40;
CT-00048/2014/SDR19;INSTITUTO GERAL DE PERÍCIA - CADEIA PÚBLICA;3;2015-11-28 00:00:00;"003";2016-04-18 00:00:00;"003";142;
CT-00061/2014 SIE;VIAS MUNICIPAIS;1;2015-03-02 00:00:00;"020/2015";2016-10-27 00:00:00;"31/2016";605;
CT-00047/2014/SIE;SDR - ITUPORANGA;1;2014-09-01 00:00:00;"036/2014";2015-05-04 00:00:00;"026/2015";245;
CT-00047/2014/SIE;SDR - ITUPORANGA;2;2016-03-10 00:00:00;"09/2016";2016-06-07 00:00:00;"019/2016";89;
CT-00047/2014/SIE;SDR - ITUPORANGA;3;2016-06-16 00:00:00;"024/2016";2017-02-20 00:00:00;"003/2017";249;
PJ-00036/2013;TRECHO: CONCÓRDIA - ENTRONCAMENTO PARA ITÁ;1;2014-02-04 00:00:00;tp-004/2014;2014-08-04 00:00:00;"022/2014";181;
PJ-00037/2013;LOTE 02 - TRECHO: ENTRONCAMENTO PARA ITÁ - SEARA;1;2013-11-11 00:00:00;"026/2013";2014-03-25 00:00:00;"008/2014";134;
PJ-00037/2013;LOTE 02 - TRECHO: ENTRONCAMENTO PARA ITÁ - SEARA;2;2014-07-02 00:00:00;"007/2014";2014-09-04 00:00:00;"024/2014";64;
PJ-00019/2013;REVITALIZAÇÃO SC 406 INGLESES - LAGOA DA CONCEIÇÃO;1;2014-01-16 00:00:00;"008/2014";2014-02-10 00:00:00;"006/2014";25;
PJ-00019/2013;REVITALIZAÇÃO SC 406 INGLESES - LAGOA DA CONCEIÇÃO;2;2014-04-01 00:00:00;"013/2014";2014-07-14 00:00:00;"011/2014";104;
PJ-00038/2013;LOTE 3 - SC 283 - TR: SEARA - ENTR ACESSO ARVOREDO;1;2013-11-04 00:00:00;"022/2013";2014-03-25 00:00:00;"016/2014";141;
PJ-00039/2013;LOTE 4 - TRECHO: ENTRON. ACESSO ARVOREDO - CHAPECÓ;1;2013-09-06 00:00:00;"012/2013";2013-11-04 00:00:00;"017/2013";59;
PJ-00026/2013;REVITALIZAÇÃO BR282 - URUBICI;1;2013-11-14 00:00:00;"023/2013";2014-01-06 00:00:00;"000";53;
PJ-00040/2013;LOTE 5 - TRECHO: ÁGUAS DE CHAPECÓ - PALMITOS;1;2013-09-06 00:00:00;"013/2013";2013-11-04 00:00:00;"018/2013";59;
PJ-00041/2013;LOTE 6 - BR 101 - ILHOTA - GASPAR CONT. DE ILHOTA;1;2014-02-03 00:00:00;"02/2014";2014-07-01 00:00:00;"021/2014";148;
PJ-00030/2013;REVITALIZAÇÃO SC449 - ARARANGUA - MELEIRO;1;2014-01-15 00:00:00;"004/2014";;;;
PJ-00033/2013;REVITALIZAÇÃO SC454 CATANDUVAS - ÁGUA DOCE;2;2014-01-15 00:00:00;"005/2014";2014-07-24 00:00:00;"014/2014";190;
PJ-00035/2013;REVITALIZAÇÃO ARAQUARI - BARRA DO SUL;1;2013-10-01 00:00:00;"020/2013";2021-09-16 00:00:00;"002/2021";2907;
PJ-00028/2013;REVITALIZAÇÃO MÃE LUZIA - FORQUILHINHA;1;2014-01-15 00:00:00;"003/2014";2014-02-03 00:00:00;"005/2014";19;
PJ-00029/2013;REVITALIZAÇÃO NOVA VENEZA - ENTR SC443;1;2013-11-20 00:00:00;"24/2013";2014-04-15 00:00:00;"008/2014";146;
PJ-00022/2013;REVITALIZAÇÃO TIMBÓ - ENTR. BR-470;1;2013-10-01 00:00:00;"018/2013";2013-12-02 00:00:00;"014/2013";62;
PJ-00022/2013;REVITALIZAÇÃO TIMBÓ - ENTR. BR-470;3;2014-01-15 00:00:00;"007/2014";2014-02-27 00:00:00;"007/2014";43;
PJ-00002/2013;SUPERVISÃO TRECHO BR 101 - GARUVA;1;2015-03-02 00:00:00;"002/2015";2015-07-01 00:00:00;"008/2015";121;
PJ-00007/2013;SUPERVISÃO TRECHO PAINEL - SÃO JOAQUIM.;2;2013-06-01 00:00:00;"003/2013";2013-08-01 00:00:00;"007/2013";61;
PJ-00007/2013;SUPERVISÃO TRECHO PAINEL - SÃO JOAQUIM.;3;2016-03-02 00:00:00;"002/2016";2016-03-09 00:00:00;"002/2016";7;
PJ-00007/2013;SUPERVISÃO TRECHO PAINEL - SÃO JOAQUIM.;4;2016-12-15 00:00:00;"013/2016";2017-04-24 00:00:00;"003/2017";130;
